Store,Date,Weekly_Sales,Monthly0_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,1/27/2012,1319325.59,Jan,0,54.3,3.29,220.0788523,7.348
1,3/2/2012,1636339.65,Mar,0,56.6,3.36,220.1720153,7.348
1,10/2/2012,1802477.43,Oct,1,48,3.41,220.2651783,7.348
1,2/17/2012,1819870,Feb,0,45.3,3.51,220.4257586,7.348
1,2/24/2012,1539387.83,Feb,0,57.2,3.56,220.636902,7.348
1,2/3/2012,1688420.76,Feb,0,61,3.63,220.8480454,7.348
1,9/3/2012,1675431.16,Sep,0,58.8,3.67,221.0591887,7.348
1,3/16/2012,1677472.78,Mar,0,64.7,3.73,221.2118132,7.348
1,3/23/2012,1511068.07,Mar,0,65.9,3.79,221.2864126,7.348
1,3/30/2012,1649604.63,Mar,0,67.6,3.85,221.3610119,7.348
1,6/4/2012,1899676.88,Jun,0,70.4,3.89,221.4356112,7.143
1,4/13/2012,1621031.7,Apr,0,69.1,3.89,221.5102105,7.143
1,4/20/2012,1521577.87,Apr,0,66.8,3.88,221.5640737,7.143
1,4/27/2012,1468928.37,Apr,0,67.2,3.81,221.6179368,7.143
1,4/5/2012,1684519.99,Apr,0,75.6,3.75,221.6718,7.143
1,11/5/2012,1611096.05,Nov,0,73.8,3.69,221.7256632,7.143
1,5/18/2012,1595901.87,May,0,70.3,3.63,221.742674,7.143
1,5/25/2012,1555444.55,May,0,77.2,3.56,221.744944,7.143
1,1/6/2012,1624477.58,Jan,0,78,3.5,221.7472139,7.143
1,8/6/2012,1697230.96,Aug,0,78.3,3.45,221.7494839,7.143
1,6/15/2012,1630607,Jun,0,79.3,3.39,221.7626421,7.143
1,6/22/2012,1527845.81,Jun,0,78.4,3.35,221.8030211,7.143
1,6/29/2012,1540421.49,Jun,0,84.9,3.29,221.8434,7.143
1,6/7/2012,1769854.16,Jun,0,81.6,3.23,221.8837789,6.908
1,7/13/2012,1527014.04,Jul,0,77.1,3.26,221.9241579,6.908
1,7/20/2012,1497954.76,Jul,0,80.4,3.31,221.9327267,6.908
1,7/27/2012,1439123.71,Jul,0,82.7,3.41,221.9412954,6.908
1,3/8/2012,1631135.79,Mar,0,86.1,3.42,221.9498642,6.908
1,10/8/2012,1592409.97,Oct,0,85,3.49,221.9584329,6.908
1,8/17/2012,1597868.05,Aug,0,84.8,3.57,222.0384109,6.908
1,8/24/2012,1494122.38,Aug,0,77.7,3.62,222.1719457,6.908
1,8/31/2012,1582083.4,Aug,0,80.5,3.64,222.3054805,6.908
1,7/9/2012,1661767.33,Jul,1,84,3.73,222.4390153,6.908
1,9/14/2012,1517428.87,Sep,0,75,3.72,222.5820193,6.908
1,9/21/2012,1506126.06,Sep,0,69.9,3.72,222.7818386,6.908
1,9/28/2012,1437059.26,Sep,0,76.1,3.67,222.9816579,6.908
1,5/10/2012,1670785.97,May,0,68.6,3.62,223.1814772,6.573
1,12/10/2012,1573072.81,Dec,0,63,3.6,223.3812965,6.573
1,10/19/2012,1508068.77,Oct,0,68,3.59,223.4257233,6.573
1,10/26/2012,1493659.74,Oct,0,69.2,3.51,223.4442513,6.573
2,5/2/2010,2136989.46,May,0,40.2,2.57,210.7526053,8.324
2,12/2/2010,2137809.5,Dec,1,38.5,2.55,210.8979935,8.324
2,2/19/2010,2124451.54,Feb,0,39.7,2.51,210.9451605,8.324
2,2/26/2010,1865097.27,Feb,0,46.1,2.56,210.9759573,8.324
2,5/3/2010,1991013.13,May,0,47.2,2.62,211.0067542,8.324
2,12/3/2010,1990483.78,Dec,0,57.6,2.67,211.037551,8.324
2,3/19/2010,1946070.88,Mar,0,54.5,2.72,210.8733316,8.324
2,3/26/2010,1750197.81,Mar,0,51.3,2.73,210.6766095,8.324
2,2/4/2010,2066187.72,Feb,0,63.3,2.72,210.4798874,8.2
2,9/4/2010,1954689.21,Sep,0,65.4,2.77,210.2831653,8.2
2,4/16/2010,1874957.94,Apr,0,68.1,2.81,210.1495463,8.2
2,4/23/2010,1821990.93,Apr,0,65.1,2.79,210.1000648,8.2
2,4/30/2010,1802450.29,Apr,0,67,2.78,210.0505833,8.2
2,7/5/2010,2042581.71,Jul,0,71.3,2.84,210.0011018,8.2
2,5/14/2010,1880752.36,May,0,73.3,2.85,209.9984585,8.2
2,5/21/2010,1896937.1,May,0,74.8,2.83,210.2768443,8.2
2,5/28/2010,1957113.89,May,0,81.1,2.76,210.5552301,8.2
2,4/6/2010,2102539.93,Apr,0,81.8,2.71,210.833616,8.2
2,11/6/2010,2025538.76,Nov,0,83.4,2.67,211.1120018,8.2
2,6/18/2010,2001636.96,Jun,0,85.8,2.64,211.1096543,8.2
2,6/25/2010,1939927.09,Jun,0,86.3,2.65,210.9950134,8.2
2,2/7/2010,2003940.64,Feb,0,82.7,2.67,210.8803726,8.099
2,9/7/2010,1880902.62,Sep,0,82.6,2.64,210.7657317,8.099
2,7/16/2010,1845879.79,Jul,0,85.3,2.62,210.7577954,8.099
2,7/23/2010,1781717.71,Jul,0,87.7,2.61,210.8921319,8.099
2,7/30/2010,1804246.16,Jul,0,83.5,2.64,211.0264684,8.099
2,6/8/2010,1991909.98,Jun,0,89.5,2.63,211.1608049,8.099
2,8/13/2010,1895601.05,Aug,0,89,2.69,211.2951413,8.099
2,8/20/2010,1964335.23,Aug,0,88.7,2.66,211.2596586,8.099
2,8/27/2010,1863840.49,Aug,0,87.1,2.62,211.2241759,8.099
2,3/9/2010,1904608.09,Mar,0,81.8,2.58,211.1886931,8.099
2,10/9/2010,1839128.83,Oct,1,79.1,2.56,211.1532104,8.099
2,9/17/2010,1793903.6,Sep,0,82,2.58,211.1806415,8.099
2,9/24/2010,1724557.22,Sep,0,81.8,2.62,211.2552578,8.099
2,1/10/2010,1827440.43,Jan,0,69.2,2.6,211.3298742,8.163
2,8/10/2010,1849921.44,Aug,0,63.2,2.63,211.4044906,8.163
2,10/15/2010,1794355.49,Oct,0,65.8,2.72,211.4713286,8.163
2,10/22/2010,1737947.64,Oct,0,68.5,2.73,211.5187208,8.163
2,10/29/2010,1802755.11,Oct,0,66.2,2.72,211.5661131,8.163
2,5/11/2010,1939061.41,May,0,57.8,2.69,211.6135053,8.163
2,12/11/2010,1916812.74,Dec,0,59.7,2.73,211.6608975,8.163
2,11/19/2010,1956739.17,Nov,0,50.8,2.77,211.5470304,8.163
2,11/26/2010,2658725.29,Nov,1,63,2.73,211.4062867,8.163
2,3/12/2010,2015781.27,Mar,0,49.3,2.71,211.265543,8.163
2,10/12/2010,2378726.55,Oct,0,45.5,2.84,211.1247993,8.163
2,12/17/2010,2609166.75,Dec,0,47.6,2.87,211.0645458,8.163
2,12/24/2010,3436007.68,Dec,0,50,2.89,211.0646599,8.163
2,12/31/2010,1750434.55,Dec,1,47.3,2.94,211.064774,8.163
2,7/1/2011,1758050.79,Jul,0,44.7,2.98,211.0648881,8.028
2,1/14/2011,1744193.58,Jan,0,33,2.98,211.1176713,8.028
2,1/21/2011,1751384.9,Jan,0,41.4,3.02,211.4864691,8.028
2,1/28/2011,1695371.68,Jan,0,42.8,3.01,211.8552668,8.028
2,4/2/2011,1929346.23,Apr,0,38.2,2.99,212.2240646,8.028
2,11/2/2011,2168041.61,Nov,1,33.2,3.02,212.5928624,8.028
2,2/18/2011,2080884.82,Feb,0,57.8,3.04,212.9033115,8.028
2,2/25/2011,1833511.08,Feb,0,60.8,3.06,213.190421,8.028
2,4/3/2011,1981607.78,Apr,0,57.8,3.29,213.4775305,8.028
2,11/3/2011,1879107.31,Nov,0,52.7,3.46,213.7646401,8.028
2,3/18/2011,1902557.66,Mar,0,62.3,3.49,214.0156238,8.028
2,3/25/2011,1766162.05,Mar,0,69.4,3.47,214.2521573,8.028
2,1/4/2011,1800171.36,Jan,0,55.4,3.52,214.4886908,7.931
2,8/4/2011,1847552.61,Aug,0,67,3.62,214.7252242,7.931
2,4/15/2011,1856467.84,Apr,0,69.5,3.74,214.9420631,7.931
2,4/22/2011,1886339.6,Apr,0,69.4,3.81,215.1096657,7.931
2,4/29/2011,1745545.28,Apr,0,69.2,3.81,215.2772683,7.931
2,6/5/2011,1837743.6,Jun,0,61.5,3.91,215.4448709,7.931
2,5/13/2011,1838513.07,May,0,74.6,3.9,215.6124735,7.931
2,5/20/2011,1688281.86,May,0,67.1,3.91,215.3834778,7.931
2,5/27/2011,1797732.56,May,0,76.4,3.79,215.1544822,7.931
2,3/6/2011,1933756.21,Mar,0,83.1,3.7,214.9254865,7.931
2,10/6/2011,1929153.16,Oct,0,83.4,3.65,214.6964908,7.931
2,6/17/2011,1953771.99,Jun,0,86.5,3.64,214.6513538,7.931
2,6/24/2011,1790925.8,Jun,0,85.2,3.59,214.7441108,7.931
2,1/7/2011,1866243,Jan,0,85.7,3.52,214.8368678,7.852
2,8/7/2011,1853161.99,Aug,0,87.7,3.48,214.9296249,7.852
2,7/15/2011,1785187.29,Jul,0,89.8,3.58,215.0134426,7.852
2,7/22/2011,1743816.41,Jul,0,89.3,3.65,215.0749122,7.852
2,7/29/2011,1680693.06,Jul,0,90.1,3.68,215.1363819,7.852
2,5/8/2011,1876704.26,May,0,93.3,3.68,215.1978515,7.852
2,12/8/2011,1812768.26,Dec,0,91.6,3.64,215.2593211,7.852
2,8/19/2011,1844094.59,Aug,0,89.9,3.55,215.3229307,7.852
2,8/26/2011,1821139.91,Aug,0,90.4,3.52,215.386897,7.852
2,2/9/2011,1809119.7,Feb,0,89.6,3.53,215.4508632,7.852
2,9/9/2011,1748000.65,Sep,1,78,3.55,215.5148295,7.852
2,9/16/2011,1691439.52,Sep,0,78.8,3.53,215.6944378,7.852
2,9/23/2011,1669299.78,Sep,0,75.6,3.47,216.0282356,7.852
2,9/30/2011,1650394.44,Sep,0,78.1,3.36,216.3620333,7.852
2,7/10/2011,1837553.43,Jul,0,69.9,3.29,216.6958311,7.441
2,10/14/2011,1743882.19,Oct,0,71.7,3.27,217.0048261,7.441
2,10/21/2011,1834680.25,Oct,0,64.5,3.35,217.1650042,7.441
2,10/28/2011,1769296.25,Oct,0,65.9,3.37,217.3251824,7.441
2,4/11/2011,1959707.9,Apr,0,55.5,3.33,217.4853605,7.441
2,11/11/2011,1920725.15,Nov,0,59.3,3.3,217.6455387,7.441
2,11/18/2011,1902762.5,Nov,0,62,3.31,217.8670218,7.441
2,11/25/2011,2614202.3,Nov,1,56.4,3.24,218.1130269,7.441
2,2/12/2011,1954952,Feb,0,48.7,3.17,218.3590319,7.441
2,9/12/2011,2290549.32,Sep,0,41.8,3.16,218.605037,7.441
2,12/16/2011,2432736.52,Dec,0,50.1,3.16,218.8217928,7.441
2,12/23/2011,3224369.8,Dec,0,46.7,3.11,218.9995495,7.441
2,12/30/2011,1874226.52,Dec,1,44.6,3.13,219.1773063,7.441
2,6/1/2012,1799520.14,Jun,0,46.8,3.16,219.355063,7.057
2,1/13/2012,1744725.48,Jan,0,46,3.26,219.5328198,7.057
2,1/20/2012,1711769.11,Jan,0,51.7,3.27,219.6258417,7.057
2,1/27/2012,1660906.14,Jan,0,50.5,3.29,219.7188636,7.057
2,3/2/2012,1935299.94,Mar,0,55.2,3.36,219.8118854,7.057
2,10/2/2012,2103322.68,Oct,1,47,3.41,219.9049073,7.057
2,2/17/2012,2196688.46,Feb,0,43.8,3.51,220.0651993,7.057
2,2/24/2012,1861802.7,Feb,0,54.6,3.56,220.275944,7.057
2,2/3/2012,1952555.66,Feb,0,58.8,3.63,220.4866886,7.057
2,9/3/2012,1937628.26,Sep,0,57.1,3.67,220.6974332,7.057
2,3/16/2012,1976082.13,Mar,0,63.7,3.73,220.8498468,7.057
2,3/23/2012,1790439.16,Mar,0,64,3.79,220.9244858,7.057
2,3/30/2012,1857480.84,Mar,0,66.8,3.85,220.9991248,7.057
2,6/4/2012,2129035.91,Jun,0,68.4,3.89,221.0737638,6.891
2,4/13/2012,1935869.1,Apr,0,68.1,3.89,221.1484028,6.891
2,4/20/2012,1847344.45,Apr,0,65.7,3.88,221.2021074,6.891
2,4/27/2012,1764133.09,Apr,0,67.2,3.81,221.255812,6.891
2,4/5/2012,1923957.09,Apr,0,76.7,3.75,221.3095166,6.891
2,11/5/2012,1917520.99,Nov,0,73.9,3.69,221.3632212,6.891
2,5/18/2012,2000940.67,May,0,71.3,3.63,221.380331,6.891
2,5/25/2012,1912791.09,May,0,78.2,3.56,221.3828029,6.891
2,1/6/2012,1910092.37,Jan,0,78.4,3.5,221.3852748,6.891
2,8/6/2012,2010216.49,Aug,0,78.7,3.45,221.3877467,6.891
2,6/15/2012,1962924.3,Jun,0,80.6,3.39,221.4009901,6.891
2,6/22/2012,1887733.21,Jun,0,81,3.35,221.4411622,6.891
2,6/29/2012,1881046.12,Jun,0,86.3,3.29,221.4813343,6.891
2,6/7/2012,2041507.4,Jun,0,84.2,3.23,221.5215064,6.565
2,7/13/2012,1830075.13,Jul,0,80.2,3.26,221.5616784,6.565
2,7/20/2012,1819666.46,Jul,0,83.2,3.31,221.5701123,6.565
2,7/27/2012,1757923.88,Jul,0,86.4,3.41,221.5785461,6.565
2,3/8/2012,1946104.64,Mar,0,90.2,3.42,221.5869799,6.565
2,10/8/2012,1866719.96,Oct,0,88.6,3.49,221.5954138,6.565
2,8/17/2012,1928016.01,Aug,0,84.8,3.57,221.6751459,6.565
2,8/24/2012,1876788.15,Aug,0,76.9,3.62,221.8083518,6.565
2,8/31/2012,1947083.3,Aug,0,82.6,3.64,221.9415576,6.565
2,7/9/2012,1898777.07,Jul,1,87.6,3.73,222.0747635,6.565
2,9/14/2012,1814806.63,Sep,0,75.9,3.72,222.2174395,6.565
2,9/21/2012,1829415.67,Sep,0,71.1,3.72,222.4169362,6.565
2,9/28/2012,1746470.56,Sep,0,79.4,3.67,222.6164329,6.565
2,5/10/2012,1998321.04,May,0,70.3,3.62,222.8159296,6.17
2,12/10/2012,1900745.13,Dec,0,61,3.6,223.0154263,6.17
2,10/19/2012,1847990.41,Oct,0,68.1,3.59,223.0598077,6.17
2,10/26/2012,1834458.35,Oct,0,69.8,3.51,223.0783366,6.17
3,5/2/2010,461622.22,May,0,45.7,2.57,214.4248812,7.368
3,12/2/2010,420728.96,Dec,1,47.9,2.55,214.5747916,7.368
3,2/19/2010,421642.19,Feb,0,47.1,2.51,214.6198868,7.368
3,2/26/2010,407204.86,Feb,0,52,2.56,214.6475127,7.368
3,5/3/2010,415202.04,May,0,53,2.62,214.6751386,7.368
3,12/3/2010,384200.69,Dec,0,63.1,2.67,214.7027646,7.368
3,3/19/2010,375328.59,Mar,0,60.4,2.72,214.5301219,7.368
3,3/26/2010,359949.27,Mar,0,57.1,2.73,214.3241011,7.368
3,2/4/2010,423294.4,Feb,0,65.6,2.72,214.1180803,7.343
3,9/4/2010,415870.28,Sep,0,68,2.77,213.9120595,7.343
3,4/16/2010,354993.26,Apr,0,67,2.81,213.7726889,7.343
3,4/23/2010,339976.65,Apr,0,67.9,2.79,213.7221852,7.343
3,4/30/2010,361248.39,Apr,0,70.2,2.78,213.6716815,7.343
3,7/5/2010,399323.86,Jul,0,73.5,2.84,213.6211778,7.343
3,5/14/2010,384357.94,May,0,77.2,2.85,213.6196139,7.343
3,5/21/2010,343763.17,May,0,75.8,2.83,213.9116886,7.343
3,5/28/2010,350089.23,May,0,78.6,2.76,214.2037634,7.343
3,4/6/2010,396968.8,Apr,0,78.5,2.71,214.4958382,7.343
3,11/6/2010,355017.09,Nov,0,82.1,2.67,214.787913,7.343
3,6/18/2010,364076.85,Jun,0,83.5,2.64,214.7858259,7.343
3,6/25/2010,357346.48,Jun,0,83.8,2.65,214.6660741,7.343
3,2/7/2010,381151.72,Feb,0,82.2,2.67,214.5463222,7.346
3,9/7/2010,349214.18,Sep,0,81.8,2.64,214.4265704,7.346
3,7/16/2010,352728.78,Jul,0,84.3,2.62,214.4176476,7.346
3,7/23/2010,352864.49,Jul,0,83.3,2.61,214.5564968,7.346
3,7/30/2010,347955.05,Jul,0,82,2.64,214.695346,7.346
3,6/8/2010,402635.76,Jun,0,85.1,2.63,214.8341952,7.346
3,8/13/2010,339597.38,Aug,0,86.7,2.69,214.9730444,7.346
3,8/20/2010,351728.21,Aug,0,88,2.66,214.9314191,7.346
3,8/27/2010,362134.09,Aug,0,86.2,2.62,214.8897938,7.346
3,3/9/2010,366473.97,Mar,0,84.2,2.58,214.8481685,7.346
3,10/9/2010,352260.97,Oct,1,80.8,2.56,214.8065431,7.346
3,9/17/2010,363064.64,Sep,0,82.4,2.58,214.8322484,7.346
3,9/24/2010,355626.87,Sep,0,76.9,2.62,214.9084516,7.346
3,1/10/2010,358784.1,Jan,0,73.6,2.6,214.9846548,7.564
3,8/10/2010,395107.35,Aug,0,67,2.63,215.060858,7.564
3,10/15/2010,345584.39,Oct,0,69.7,2.72,215.1293114,7.564
3,10/22/2010,348895.98,Oct,0,71.6,2.73,215.17839,7.564
3,10/29/2010,348591.74,Oct,0,72,2.72,215.2274686,7.564
3,5/11/2010,423175.56,May,0,62.9,2.69,215.2765472,7.564
3,12/11/2010,386635.03,Dec,0,62.8,2.73,215.3256258,7.564
3,11/19/2010,372545.32,Nov,0,57.7,2.77,215.2074519,7.564
3,11/26/2010,565567.84,Nov,1,68.7,2.73,215.0614025,7.564
3,3/12/2010,476420.77,Mar,0,53.8,2.71,214.9153531,7.564
3,10/12/2010,467642.03,Oct,0,51.1,2.84,214.7693037,7.564
3,12/17/2010,498159.39,Dec,0,52.2,2.87,214.704919,7.564
3,12/24/2010,605990.41,Dec,0,57.2,2.89,214.7017828,7.564
3,12/31/2010,382677.76,Dec,1,53.2,2.94,214.6986466,7.564
3,7/1/2011,378241.34,Jul,0,53.4,2.98,214.6955104,7.551
3,1/14/2011,381061.1,Jan,0,44.8,2.98,214.7470729,7.551
3,1/21/2011,350876.7,Jan,0,50.7,3.02,215.1268275,7.551
3,1/28/2011,364866.24,Jan,0,48.7,3.01,215.5065821,7.551
3,4/2/2011,438516.53,Apr,0,46,2.99,215.8863367,7.551
3,11/2/2011,430526.21,Nov,1,43.6,3.02,216.2660913,7.551
3,2/18/2011,432782.1,Feb,0,61.6,3.04,216.5843571,7.551
3,2/25/2011,397211.19,Feb,0,67.4,3.06,216.8780275,7.551
3,4/3/2011,437084.51,Apr,0,65.1,3.29,217.1716979,7.551
3,11/3/2011,404753.3,Nov,0,61.3,3.46,217.4653683,7.551
3,3/18/2011,392109.51,Mar,0,69.5,3.49,217.7235226,7.551
3,3/25/2011,380683.67,Mar,0,72.9,3.47,217.9674705,7.551
3,1/4/2011,374556.08,Jan,0,68.8,3.52,218.2114184,7.574
3,8/4/2011,384075.31,Aug,0,72.6,3.62,218.4553663,7.574
3,4/15/2011,366250.69,Apr,0,75.9,3.74,218.6788642,7.574
3,4/22/2011,391860.04,Apr,0,76.9,3.81,218.851237,7.574
3,4/29/2011,367405.4,Apr,0,78.7,3.81,219.0236099,7.574
3,6/5/2011,413042.12,Jun,0,69.4,3.91,219.1959827,7.574
3,5/13/2011,386312.68,May,0,79.9,3.9,219.3683556,7.574
3,5/20/2011,364603.13,May,0,75.8,3.91,219.127216,7.574
3,5/27/2011,369350.6,May,0,84.4,3.79,218.8860765,7.574
3,3/6/2011,394507.84,Mar,0,84.3,3.7,218.6449369,7.574
3,10/6/2011,391638.75,Oct,0,84.8,3.65,218.4037974,7.574
3,6/17/2011,403423.34,Jun,0,87,3.64,218.3551748,7.574
3,6/24/2011,385520.71,Jun,0,84.9,3.59,218.45094,7.574
3,1/7/2011,368962.72,Jan,0,85.1,3.52,218.5467052,7.567
3,8/7/2011,395146.24,Aug,0,85.4,3.48,218.6424704,7.567
3,7/15/2011,373454.33,Jul,0,87.1,3.58,218.7275216,7.567
3,7/22/2011,360617.37,Jul,0,86.2,3.65,218.7857881,7.567
